po_id,order_date,promised_delivery_date,actual_delivery_date,supplier_id,supplier_name,supplier_country,category,item,business_unit,unit_price,quantity,line_total,payment_terms,on_contract,quality_rejected
PO-2023-05763,2023-06-07,2023-07-07,2023-07-15,SUP-046,Thames Industrial Supply,UK,MRO,Conveyor Belt Section,Corporate,485.65,7,3399.55,Net 30,True,False
PO-2023-05976,2023-06-07,2023-07-11,2023-07-11,SUP-055,Baltic Freight,Poland,Logistics,FTL Freight (per load),Field Services,2118.84,4,8475.36,Net 30,True,False
PO-2023-06338,2023-06-07,2023-06-27,2023-06-27,SUP-095,Busan Machinery,South Korea,Machinery,Robotic Arm Servicing,R&D,6805.61,1,6805.61,Net 60,True,False
PO-2023-05569,2023-06-07,2023-06-19,2023-06-19,SUP-016,Great Wall Containers,China,Packaging,Printed Labels (per 1000),Manufacturing,46.03,72,3314.16,Net 15,True,False
PO-2023-05967,2023-06-07,2023-06-17,2023-06-17,SUP-051,Shenzhou Transport,China,Logistics,Last-Mile Delivery Batch,Field Services,256.01,13,3328.13,Net 30,True,False
PO-2023-06159,2023-06-07,2023-07-04,2023-07-04,SUP-072,Krakow Office Products,Poland,Office Supplies,Office Chairs,Field Services,164.1,8,1312.8,Net 30,False,False
PO-2023-06012,2023-06-07,2023-07-05,2023-07-05,SUP-057,Bharat Digital Systems,India,IT Services,Network Equipment Bundle,R&D,3138.73,2,6277.46,Net 30,True,False
PO-2023-06316,2023-06-07,2023-06-14,2023-06-14,SUP-082,Himalaya Chemicals,India,Chemicals,Cleaning Agent (drum),Manufacturing,187.94,13,2443.22,Net 15,True,False
PO-2023-05972,2023-06-07,2023-06-17,2023-06-17,SUP-050,Redwood Freight,USA,Logistics,Last-Mile Delivery Batch,R&D,250.95,11,2760.45,Net 15,True,False
PO-2023-05505,2023-06-07,2023-07-09,2023-07-09,SUP-016,Great Wall Containers,China,Packaging,Wooden Pallets,Corporate,15.38,36,553.68,Net 30,True,False
PO-2023-05316,2023-06-07,2023-07-02,2023-07-02,SUP-009,Schwarzwald Metals,Germany,Raw Materials,Steel Coil (per ton),Retail Operations,755.18,32,24165.76,Net 30,True,False
PO-2023-05733,2023-06-07,2023-06-15,2023-06-19,SUP-032,Lotus Components,India,Electronics,PCB Assembly A-11,Retail Operations,46.15,367,16937.05,Net 30,True,False
PO-2023-06171,2023-06-07,2023-06-25,2023-07-01,SUP-079,Great Wall Workplace,China,Office Supplies,Whiteboard & Supplies,Manufacturing,68.05,7,476.35,Net 30,True,False
PO-2023-05396,2023-06-07,2023-06-12,2023-06-19,SUP-008,Fujikawa Resources,Japan,Raw Materials,Copper Wire Rod (per ton),Manufacturing,12229.2,1,12229.2,Net 30,True,False
PO-2023-05617,2023-06-07,2023-07-02,2023-07-02,SUP-025,Cascade Semitech,USA,Electronics,Microcontroller MCU-9,Manufacturing,8.22,1905,15659.1,Net 30,True,False
PO-2023-05934,2023-06-07,2023-07-01,2023-07-01,SUP-051,Shenzhou Transport,China,Logistics,Last-Mile Delivery Batch,Corporate,237.86,11,2616.46,Net 15,True,False
PO-2023-05728,2023-06-07,2023-06-13,2023-06-13,SUP-032,Lotus Components,India,Electronics,Microcontroller MCU-9,Retail Operations,6.52,2044,13326.88,Net 45,True,False
PO-2023-05676,2023-06-07,2023-06-29,2023-06-29,SUP-032,Lotus Components,India,Electronics,Connector Kit CK-8,Manufacturing,4.08,3269,13337.52,Net 45,True,False
PO-2023-05545,2023-06-07,2023-06-22,2023-06-22,SUP-016,Great Wall Containers,China,Packaging,Printed Labels (per 1000),Retail Operations,46.61,78,3635.58,Net 60,True,False
PO-2023-06235,2023-06-07,2023-06-23,2023-06-23,SUP-083,Krakow Chemicals,Poland,Chemicals,Catalyst Powder (per 25kg),R&D,1093.34,3,3280.02,Net 15,True,False
PO-2023-06066,2023-06-07,2023-06-30,2023-06-30,SUP-057,Bharat Digital Systems,India,IT Services,Cybersecurity Audit,Field Services,8882.32,1,8882.32,Net 30,True,False
PO-2023-05923,2023-06-07,2023-07-09,2023-07-09,SUP-051,Shenzhou Transport,China,Logistics,Air Freight (per 100kg),Manufacturing,584.6,5,2923.0,Net 45,True,False
PO-2023-06249,2023-06-07,2023-06-25,2023-06-27,SUP-093,Albion Chem Industries,UK,Chemicals,Cleaning Agent (drum),Retail Operations,206.09,13,2679.17,Net 30,True,False
PO-2023-06261,2023-06-07,2023-07-06,2023-07-06,SUP-082,Himalaya Chemicals,India,Chemicals,Catalyst Powder (per 25kg),Corporate,882.41,6,5294.46,Net 45,True,False
PO-2023-06382,2023-06-07,2023-07-04,2023-07-04,SUP-103,Cascade Consulting,USA,Professional Services,Market Research Study,Manufacturing,11827.12,1,11827.12,Net 60,True,False
PO-2023-05658,2023-06-07,2023-07-08,2023-07-08,SUP-028,Summit Components,USA,Electronics,PCB Assembly A-11,Corporate,52.08,298,15519.84,Net 60,True,False
PO-2023-06184,2023-06-08,2023-06-15,2023-06-17,SUP-072,Krakow Office Products,Poland,Office Supplies,Whiteboard & Supplies,Field Services,61.11,5,305.55,Net 30,True,False
PO-2023-05916,2023-06-08,2023-07-07,2023-07-07,SUP-052,Del Norte Logistics,Mexico,Logistics,Last-Mile Delivery Batch,R&D,253.83,15,3807.45,Net 45,True,False
PO-2023-05898,2023-06-08,2023-06-13,2023-06-13,SUP-052,Del Norte Logistics,Mexico,Logistics,Air Freight (per 100kg),Retail Operations,560.79,1,560.79,Net 30,True,False
PO-2023-05357,2023-06-08,2023-06-30,2023-07-01,SUP-003,Jade Harbor Alloys,China,Raw Materials,Copper Wire Rod (per ton),Field Services,10546.07,1,10546.07,Net 30,True,False
PO-2023-05722,2023-06-08,2023-06-26,2023-06-27,SUP-025,Cascade Semitech,USA,Electronics,Sensor Module SM-3,Corporate,24.9,771,19197.9,Net 60,True,False
PO-2023-05673,2023-06-08,2023-07-08,2023-07-08,SUP-022,Redwood Components,USA,Electronics,Sensor Module SM-3,Field Services,23.24,1050,24402.0,Net 30,False,False
PO-2023-06392,2023-06-08,2023-06-22,2023-06-22,SUP-105,Krakow Consulting,Poland,Professional Services,Market Research Study,Field Services,12415.94,1,12415.94,Net 45,True,False
PO-2023-05740,2023-06-08,2023-07-04,2023-07-04,SUP-036,Golden Dragon Components,China,Electronics,Microcontroller MCU-9,Field Services,7.62,2974,22661.88,Net 15,False,False
PO-2023-05954,2023-06-08,2023-06-17,2023-06-17,SUP-050,Redwood Freight,USA,Logistics,Air Freight (per 100kg),Field Services,576.63,6,3459.78,Net 45,True,False
PO-2023-05363,2023-06-08,2023-06-22,2023-06-22,SUP-006,Adler Metals,Germany,Raw Materials,Polypropylene Resin (per ton),Corporate,1365.96,10,13659.6,Net 30,True,False
PO-2023-05903,2023-06-08,2023-06-25,2023-06-26,SUP-056,Apex Shipping Lines,USA,Logistics,FTL Freight (per load),Field Services,1962.82,2,3925.64,Net 60,True,False
PO-2023-05820,2023-06-08,2023-06-25,2023-06-25,SUP-038,Bergmann MRO Services,Germany,MRO,Safety Gloves (per 100),Field Services,109.15,45,4911.75,Net 45,False,False
PO-2023-05319,2023-06-08,2023-06-27,2023-06-27,SUP-007,Cascade Materials,USA,Raw Materials,Rubber Compound (per ton),Retail Operations,1638.38,11,18022.18,Net 60,True,False
PO-2023-06362,2023-06-08,2023-07-10,2023-07-11,SUP-095,Busan Machinery,South Korea,Machinery,Compressor Unit,Manufacturing,9836.21,1,9836.21,Net 30,True,False
PO-2023-05814,2023-06-08,2023-06-15,2023-06-17,SUP-038,Bergmann MRO Services,Germany,MRO,Hydraulic Fluid (drum),Field Services,231.01,12,2772.12,Net 15,True,False
PO-2023-05349,2023-06-08,2023-06-22,2023-06-22,SUP-002,Taegu Alloys,South Korea,Raw Materials,Copper Wire Rod (per ton),Retail Operations,8840.01,2,17680.02,Net 60,True,True
PO-2023-05787,2023-06-08,2023-06-30,2023-06-30,SUP-038,Bergmann MRO Services,Germany,MRO,Machine Lubricant (drum),Field Services,177.07,17,3010.19,Net 30,True,False
PO-2023-05785,2023-06-08,2023-07-08,2023-07-28,SUP-046,Thames Industrial Supply,UK,MRO,Machine Lubricant (drum),R&D,197.49,26,5134.74,Net 30,True,False
PO-2023-05779,2023-06-08,2023-07-01,2023-07-01,SUP-038,Bergmann MRO Services,Germany,MRO,Safety Gloves (per 100),Retail Operations,98.57,49,4829.93,Net 30,True,False
PO-2023-06360,2023-06-08,2023-07-02,2023-07-02,SUP-095,Busan Machinery,South Korea,Machinery,Robotic Arm Servicing,Field Services,7059.39,1,7059.39,Net 30,True,False
PO-2023-05633,2023-06-08,2023-06-21,2023-06-23,SUP-028,Summit Components,USA,Electronics,Sensor Module SM-3,Corporate,23.41,1,23.41,Net 30,True,False
PO-2023-06363,2023-06-08,2023-07-11,2023-07-11,SUP-097,Azteca Advisory,Mexico,Professional Services,Audit & Compliance Review,R&D,10445.27,1,10445.27,Net 60,True,False
PO-2023-05762,2023-06-08,2023-06-23,2023-06-23,SUP-041,Bergmann Maintenance Co,Germany,MRO,Hydraulic Fluid (drum),Manufacturing,223.07,11,2453.77,Net 30,True,False
PO-2023-05385,2023-06-08,2023-06-23,2023-06-23,SUP-002,Taegu Alloys,South Korea,Raw Materials,Steel Coil (per ton),Field Services,756.38,19,14371.22,Net 45,True,False
PO-2023-06336,2023-06-08,2023-07-11,2023-07-15,SUP-095,Busan Machinery,South Korea,Machinery,CNC Spare Parts Kit,R&D,3935.25,2,7870.5,Net 30,False,False
PO-2023-05846,2023-06-08,2023-06-27,2023-06-27,SUP-040,Ganga MRO Services,India,MRO,Conveyor Belt Section,Corporate,535.71,3,1607.13,Net 45,True,False
PO-2023-05952,2023-06-08,2023-06-28,2023-06-28,SUP-051,Shenzhou Transport,China,Logistics,LTL Freight (per shipment),R&D,386.89,12,4642.68,Net 15,True,False
PO-2023-05772,2023-06-08,2023-06-30,2023-07-07,SUP-046,Thames Industrial Supply,UK,MRO,Conveyor Belt Section,Manufacturing,469.44,7,3286.08,Net 30,True,True
PO-2023-05366,2023-06-08,2023-06-14,2023-06-14,SUP-004,Azteca Alloys,Mexico,Raw Materials,Aluminium Sheet (per ton),Field Services,2534.84,12,30418.08,Net 30,True,False
PO-2023-06187,2023-06-08,2023-06-30,2023-06-30,SUP-071,Redwood Supplies Co,USA,Office Supplies,Stationery Kit,Corporate,20.8,66,1372.8,Net 30,True,False
PO-2023-06290,2023-06-08,2023-07-01,2023-07-01,SUP-093,Albion Chem Industries,UK,Chemicals,Adhesive Compound (drum),Field Services,599.26,12,7191.12,Net 30,True,False
PO-2023-06019,2023-06-08,2023-06-16,2023-06-19,SUP-057,Bharat Digital Systems,India,IT Services,Managed IT Support (monthly),Field Services,5909.04,1,5909.04,Net 45,True,False
PO-2023-05509,2023-06-08,2023-07-06,2023-07-06,SUP-016,Great Wall Containers,China,Packaging,Stretch Film Rolls,Manufacturing,40.57,72,2921.04,Net 30,True,False
PO-2023-06231,2023-06-08,2023-06-20,2023-06-20,SUP-085,Sterling Chem Industries,USA,Chemicals,Catalyst Powder (per 25kg),R&D,1017.94,3,3053.82,Net 30,False,False
PO-2023-06009,2023-06-08,2023-06-19,2023-06-19,SUP-050,Redwood Freight,USA,Logistics,FTL Freight (per load),Corporate,1804.43,4,7217.72,Net 15,True,False
PO-2023-06126,2023-06-08,2023-07-02,2023-07-02,SUP-072,Krakow Office Products,Poland,Office Supplies,Toner Cartridges,Corporate,90.35,12,1084.2,Net 45,True,False
PO-2023-06269,2023-06-08,2023-07-11,2023-07-11,SUP-093,Albion Chem Industries,UK,Chemicals,Catalyst Powder (per 25kg),R&D,1017.09,3,3051.27,Net 60,True,False
PO-2023-05577,2023-06-08,2023-07-04,2023-07-04,SUP-016,Great Wall Containers,China,Packaging,Stretch Film Rolls,Retail Operations,42.74,42,1795.08,Net 45,True,False
PO-2023-06148,2023-06-08,2023-06-24,2023-06-28,SUP-074,Jade Harbor Workplace,China,Office Supplies,Copy Paper (per case),Manufacturing,34.66,46,1594.36,Net 30,True,False
PO-2023-05430,2023-06-08,2023-06-28,2023-06-28,SUP-001,Jade Harbor Materials,China,Raw Materials,Aluminium Sheet (per ton),R&D,2305.16,12,27661.92,Net 30,True,False
PO-2023-06041,2023-06-08,2023-07-04,2023-07-04,SUP-057,Bharat Digital Systems,India,IT Services,Network Equipment Bundle,Retail Operations,2912.36,2,5824.72,Net 45,True,False
PO-2023-05567,2023-06-08,2023-07-04,2023-07-08,SUP-016,Great Wall Containers,China,Packaging,Stretch Film Rolls,Field Services,40.85,138,5637.3,Net 60,True,False
PO-2023-06053,2023-06-08,2023-06-15,2023-06-15,SUP-057,Bharat Digital Systems,India,IT Services,Network Equipment Bundle,Retail Operations,3093.52,3,9280.56,Net 30,True,False
PO-2023-05450,2023-06-08,2023-06-13,2023-06-22,SUP-008,Fujikawa Resources,Japan,Raw Materials,Polypropylene Resin (per ton),Retail Operations,1185.82,17,20158.94,Net 30,True,False
PO-2023-06195,2023-06-08,2023-06-14,2023-06-14,SUP-072,Krakow Office Products,Poland,Office Supplies,Whiteboard & Supplies,Retail Operations,67.04,8,536.32,Net 30,False,False
PO-2023-05991,2023-06-08,2023-06-23,2023-06-28,SUP-052,Del Norte Logistics,Mexico,Logistics,Ocean Container (40ft),R&D,3081.04,1,3081.04,Net 15,False,False
PO-2023-05489,2023-06-08,2023-06-27,2023-06-27,SUP-016,Great Wall Containers,China,Packaging,Stretch Film Rolls,Manufacturing,40.56,142,5759.52,Net 30,True,False
PO-2023-05529,2023-06-08,2023-07-11,2023-07-11,SUP-016,Great Wall Containers,China,Packaging,Bubble Wrap Rolls,R&D,27.12,112,3037.44,Net 30,True,False
PO-2023-06002,2023-06-08,2023-07-04,2023-07-04,SUP-051,Shenzhou Transport,China,Logistics,Last-Mile Delivery Batch,R&D,256.59,19,4875.21,Net 30,True,False
PO-2023-06161,2023-06-08,2023-07-12,2023-07-12,SUP-072,Krakow Office Products,Poland,Office Supplies,Stationery Kit,Retail Operations,19.11,59,1127.49,Net 30,True,False
PO-2023-06094,2023-06-09,2023-07-02,2023-07-02,SUP-057,Bharat Digital Systems,India,IT Services,Cloud Hosting (monthly block),R&D,4289.84,1,4289.84,Net 45,False,False
PO-2023-05338,2023-06-09,2023-06-25,2023-06-25,SUP-002,Taegu Alloys,South Korea,Raw Materials,Copper Wire Rod (per ton),Manufacturing,8368.6,3,25105.8,Net 30,True,False
PO-2023-05449,2023-06-09,2023-06-21,2023-06-21,SUP-002,Taegu Alloys,South Korea,Raw Materials,Rubber Compound (per ton),Field Services,1640.07,8,13120.56,Net 30,True,False
PO-2023-06119,2023-06-09,2023-07-09,2023-07-09,SUP-072,Krakow Office Products,Poland,Office Supplies,Toner Cartridges,Manufacturing,87.18,14,1220.52,Net 60,True,False
PO-2023-05343,2023-06-09,2023-06-14,2023-06-14,SUP-002,Taegu Alloys,South Korea,Raw Materials,Polypropylene Resin (per ton),Field Services,1125.21,17,19128.57,Net 15,True,False
PO-2023-05869,2023-06-09,2023-06-19,2023-06-27,SUP-046,Thames Industrial Supply,UK,MRO,Industrial Bearings,Retail Operations,32.86,80,2628.8,Net 60,True,False
PO-2023-05981,2023-06-09,2023-06-17,2023-06-17,SUP-052,Del Norte Logistics,Mexico,Logistics,LTL Freight (per shipment),Field Services,427.42,6,2564.52,Net 45,True,False
PO-2023-06403,2023-06-09,2023-07-13,2023-07-13,SUP-105,Krakow Consulting,Poland,Professional Services,Legal Advisory (retainer),Field Services,8099.76,1,8099.76,Net 30,True,False
PO-2023-06232,2023-06-09,2023-06-15,2023-06-16,SUP-093,Albion Chem Industries,UK,Chemicals,Coating Resin (drum),Retail Operations,697.36,4,2789.44,Net 45,False,False
PO-2023-05414,2023-06-09,2023-06-15,2023-06-15,SUP-002,Taegu Alloys,South Korea,Raw Materials,Polypropylene Resin (per ton),Field Services,1161.88,14,16266.32,Net 60,True,False
PO-2023-05690,2023-06-09,2023-06-29,2023-06-29,SUP-034,Pacific Rim Circuits,China,Electronics,PCB Assembly A-11,Retail Operations,49.14,166,8157.24,Net 30,True,False
PO-2023-05335,2023-06-09,2023-06-14,2023-06-14,SUP-008,Fujikawa Resources,Japan,Raw Materials,Steel Coil (per ton),Field Services,682.96,1,682.96,Net 30,False,False
PO-2023-05725,2023-06-09,2023-07-07,2023-07-07,SUP-025,Cascade Semitech,USA,Electronics,Connector Kit CK-8,Field Services,4.5,1872,8424.0,Net 30,False,True
PO-2023-06198,2023-06-09,2023-06-19,2023-06-19,SUP-072,Krakow Office Products,Poland,Office Supplies,Copy Paper (per case),R&D,36.05,54,1946.7,Net 15,True,False
PO-2023-06441,2023-06-09,2023-06-24,2023-06-24,SUP-100,Cascade Advisory,USA,Professional Services,Training Programme,R&D,3761.32,1,3761.32,Net 60,False,False
PO-2023-05741,2023-06-09,2023-07-11,2023-07-11,SUP-034,Pacific Rim Circuits,China,Electronics,Power Supply Unit 450W,R&D,61.77,136,8400.72,Net 30,True,False
PO-2023-05496,2023-06-09,2023-06-16,2023-06-17,SUP-016,Great Wall Containers,China,Packaging,Printed Labels (per 1000),Field Services,44.87,104,4666.48,Net 45,True,False
PO-2023-05707,2023-06-09,2023-07-01,2023-07-01,SUP-022,Redwood Components,USA,Electronics,Sensor Module SM-3,Manufacturing,21.56,307,6618.92,Net 30,True,False
PO-2023-05706,2023-06-09,2023-06-22,2023-06-22,SUP-025,Cascade Semitech,USA,Electronics,Microcontroller MCU-9,Corporate,6.73,2493,16777.89,Net 30,True,False
PO-2023-05464,2023-06-09,2023-06-26,2023-06-26,SUP-002,Taegu Alloys,South Korea,Raw Materials,Steel Coil (per ton),Retail Operations,767.33,33,25321.89,Net 45,True,False
PO-2023-06429,2023-06-09,2023-06-17,2023-06-17,SUP-102,Frontier Consulting,USA,Professional Services,Audit & Compliance Review,R&D,9515.47,1,9515.47,Net 45,True,False
PO-2023-05789,2023-06-09,2023-06-27,2023-06-27,SUP-040,Ganga MRO Services,India,MRO,Conveyor Belt Section,Corporate,544.89,4,2179.56,Net 45,True,False
PO-2023-05806,2023-06-09,2023-06-23,2023-07-07,SUP-046,Thames Industrial Supply,UK,MRO,Safety Gloves (per 100),Corporate,91.31,19,1734.89,Net 30,True,False
PO-2023-06422,2023-06-09,2023-06-16,2023-06-16,SUP-105,Krakow Consulting,Poland,Professional Services,Training Programme,Retail Operations,4447.75,1,4447.75,Net 30,True,False
PO-2023-06144,2023-06-09,2023-07-01,2023-07-01,SUP-072,Krakow Office Products,Poland,Office Supplies,Stationery Kit,Corporate,20.06,40,802.4,Net 30,False,False
PO-2023-05818,2023-06-09,2023-06-30,2023-06-30,SUP-038,Bergmann MRO Services,Germany,MRO,Industrial Bearings,R&D,39.21,100,3921.0,Net 30,True,False
PO-2023-06209,2023-06-09,2023-07-07,2023-07-07,SUP-077,Bergmann Supplies Co,Germany,Office Supplies,Office Chairs,Manufacturing,145.42,9,1308.78,Net 45,True,False
PO-2023-06093,2023-06-09,2023-06-15,2023-06-15,SUP-057,Bharat Digital Systems,India,IT Services,Cybersecurity Audit,Corporate,8658.21,1,8658.21,Net 30,True,False
PO-2023-05826,2023-06-09,2023-06-26,2023-06-26,SUP-040,Ganga MRO Services,India,MRO,Machine Lubricant (drum),Field Services,189.4,20,3788.0,Net 60,True,False
PO-2023-05835,2023-06-09,2023-07-13,2023-07-19,SUP-038,Bergmann MRO Services,Germany,MRO,Hydraulic Fluid (drum),Retail Operations,243.63,13,3167.19,Net 30,True,False
PO-2023-05442,2023-06-09,2023-07-02,2023-07-02,SUP-002,Taegu Alloys,South Korea,Raw Materials,Polypropylene Resin (per ton),Field Services,1186.93,12,14243.16,Net 30,True,False
PO-2023-06397,2023-06-09,2023-06-21,2023-06-21,SUP-100,Cascade Advisory,USA,Professional Services,Audit & Compliance Review,Corporate,11015.6,1,11015.6,Net 45,True,False
PO-2023-05399,2023-06-09,2023-06-26,2023-06-26,SUP-002,Taegu Alloys,South Korea,Raw Materials,Aluminium Sheet (per ton),Retail Operations,2230.63,4,8922.52,Net 30,True,False
PO-2023-05400,2023-06-09,2023-07-13,2023-07-13,SUP-002,Taegu Alloys,South Korea,Raw Materials,Rubber Compound (per ton),Manufacturing,1503.86,7,10527.02,Net 60,True,False
PO-2023-05965,2023-06-09,2023-07-08,2023-07-08,SUP-050,Redwood Freight,USA,Logistics,Ocean Container (40ft),R&D,3034.17,1,3034.17,Net 30,True,False
PO-2023-05551,2023-06-09,2023-07-09,2023-07-09,SUP-016,Great Wall Containers,China,Packaging,Bubble Wrap Rolls,Corporate,29.01,89,2581.89,Net 45,True,False
PO-2023-05560,2023-06-09,2023-07-11,2023-07-11,SUP-016,Great Wall Containers,China,Packaging,Wooden Pallets,Manufacturing,17.21,156,2684.76,Net 15,True,False
PO-2023-05963,2023-06-09,2023-06-16,2023-06-18,SUP-055,Baltic Freight,Poland,Logistics,Air Freight (per 100kg),Manufacturing,653.49,7,4574.43,Net 60,True,False
PO-2023-05639,2023-06-09,2023-06-29,2023-06-29,SUP-025,Cascade Semitech,USA,Electronics,Sensor Module SM-3,R&D,24.81,832,20641.92,Net 30,True,False
PO-2023-06357,2023-06-09,2023-06-17,2023-06-17,SUP-095,Busan Machinery,South Korea,Machinery,Injection Mould Tooling,Field Services,13198.59,1,13198.59,Net 45,True,False
PO-2023-06022,2023-06-09,2023-06-27,2023-06-27,SUP-057,Bharat Digital Systems,India,IT Services,Network Equipment Bundle,Field Services,3133.92,1,3133.92,Net 30,True,False
PO-2023-05640,2023-06-09,2023-07-03,2023-07-03,SUP-024,Sterling Components,USA,Electronics,PCB Assembly A-11,R&D,58.85,317,18655.45,Net 30,True,False
PO-2023-05613,2023-06-09,2023-07-03,2023-07-03,SUP-033,Busan Components,South Korea,Electronics,Power Supply Unit 450W,Retail Operations,64.57,149,9620.93,Net 30,True,False
PO-2023-06284,2023-06-09,2023-06-23,2023-06-23,SUP-093,Albion Chem Industries,UK,Chemicals,Coating Resin (drum),Retail Operations,723.48,11,7958.28,Net 30,True,False
PO-2023-06026,2023-06-09,2023-07-03,2023-07-03,SUP-059,Azteca Technologies,Mexico,IT Services,Cybersecurity Audit,Retail Operations,9863.92,1,9863.92,Net 45,True,False
PO-2023-06024,2023-06-09,2023-06-14,2023-06-14,SUP-061,Shenzhou IT Solutions,China,IT Services,Cloud Hosting (monthly block),R&D,4673.89,1,4673.89,Net 30,True,False
PO-2023-06062,2023-06-09,2023-06-24,2023-06-24,SUP-059,Azteca Technologies,Mexico,IT Services,Cybersecurity Audit,Corporate,8689.9,1,8689.9,Net 30,True,False
PO-2023-06424,2023-06-10,2023-06-15,2023-06-15,SUP-102,Frontier Consulting,USA,Professional Services,Market Research Study,Manufacturing,10646.16,1,10646.16,Net 15,True,False
PO-2023-06420,2023-06-10,2023-07-04,2023-07-04,SUP-105,Krakow Consulting,Poland,Professional Services,Recruitment Fee,Field Services,5690.72,1,5690.72,Net 15,False,False
PO-2023-05822,2023-06-10,2023-06-20,2023-07-02,SUP-046,Thames Industrial Supply,UK,MRO,Machine Lubricant (drum),Field Services,163.94,13,2131.22,Net 45,False,False
PO-2023-05962,2023-06-10,2023-07-05,2023-07-05,SUP-055,Baltic Freight,Poland,Logistics,Air Freight (per 100kg),Manufacturing,661.44,5,3307.2,Net 45,True,False
PO-2023-05463,2023-06-10,2023-06-15,2023-06-15,SUP-008,Fujikawa Resources,Japan,Raw Materials,Polypropylene Resin (per ton),Manufacturing,1220.81,13,15870.53,Net 30,True,False
PO-2023-06291,2023-06-10,2023-06-19,2023-06-19,SUP-093,Albion Chem Industries,UK,Chemicals,Industrial Solvent (drum),Retail Operations,344.9,26,8967.4,Net 30,True,False
PO-2023-06145,2023-06-10,2023-06-28,2023-06-28,SUP-069,Apex Supplies Co,USA,Office Supplies,Toner Cartridges,Retail Operations,72.53,12,870.36,Net 30,True,False
PO-2023-06296,2023-06-10,2023-06-26,2023-06-26,SUP-094,Shenzhou Chem Industries,China,Chemicals,Industrial Solvent (drum),R&D,389.63,23,8961.49,Net 45,True,False
PO-2023-06205,2023-06-10,2023-06-27,2023-06-27,SUP-076,Golden Dragon Supplies Co,China,Office Supplies,Stationery Kit,Field Services,17.95,60,1077.0,Net 15,False,False
PO-2023-06200,2023-06-10,2023-06-29,2023-06-30,SUP-072,Krakow Office Products,Poland,Office Supplies,Office Chairs,Field Services,166.75,4,667.0,Net 15,True,False
PO-2023-06433,2023-06-10,2023-06-24,2023-06-24,SUP-097,Azteca Advisory,Mexico,Professional Services,Recruitment Fee,Retail Operations,5434.01,1,5434.01,Net 60,True,False
PO-2023-06435,2023-06-10,2023-07-07,2023-07-07,SUP-100,Cascade Advisory,USA,Professional Services,Legal Advisory (retainer),R&D,8880.68,1,8880.68,Net 30,False,False
PO-2023-06158,2023-06-10,2023-06-23,2023-06-23,SUP-072,Krakow Office Products,Poland,Office Supplies,Copy Paper (per case),R&D,32.69,23,751.87,Net 30,True,False
PO-2023-06298,2023-06-10,2023-07-06,2023-07-06,SUP-093,Albion Chem Industries,UK,Chemicals,Cleaning Agent (drum),Field Services,217.8,16,3484.8,Net 15,False,False
PO-2023-05990,2023-06-10,2023-06-19,2023-06-19,SUP-053,Sterling Shipping Lines,USA,Logistics,LTL Freight (per shipment),Manufacturing,450.49,4,1801.96,Net 15,True,False
PO-2023-06312,2023-06-10,2023-06-29,2023-06-29,SUP-093,Albion Chem Industries,UK,Chemicals,Coating Resin (drum),Manufacturing,659.37,8,5274.96,Net 30,True,False
PO-2023-06442,2023-06-10,2023-06-24,2023-06-24,SUP-102,Frontier Consulting,USA,Professional Services,Legal Advisory (retainer),Corporate,7366.67,1,7366.67,Net 30,True,False
PO-2023-06168,2023-06-10,2023-07-10,2023-07-10,SUP-072,Krakow Office Products,Poland,Office Supplies,Whiteboard & Supplies,R&D,67.49,8,539.92,Net 30,True,False
PO-2023-06310,2023-06-10,2023-06-30,2023-07-01,SUP-090,Nippon Chem Industries,Japan,Chemicals,Coating Resin (drum),Field Services,687.95,10,6879.5,Net 30,True,False
PO-2023-05594,2023-06-10,2023-07-14,2023-07-14,SUP-016,Great Wall Containers,China,Packaging,Wooden Pallets,Corporate,15.48,99,1532.52,Net 45,True,False
PO-2023-05500,2023-06-10,2023-07-07,2023-07-07,SUP-016,Great Wall Containers,China,Packaging,Bubble Wrap Rolls,Corporate,28.57,57,1628.49,Net 30,True,False
PO-2023-05838,2023-06-10,2023-07-02,2023-07-02,SUP-044,Mekong Maintenance Co,Vietnam,MRO,Conveyor Belt Section,R&D,472.68,8,3781.44,Net 15,False,False
PO-2023-05645,2023-06-10,2023-06-27,2023-06-29,SUP-024,Sterling Components,USA,Electronics,Sensor Module SM-3,Field Services,24.04,725,17429.0,Net 30,False,False
PO-2023-05855,2023-06-10,2023-07-04,2023-07-04,SUP-040,Ganga MRO Services,India,MRO,Safety Gloves (per 100),Corporate,115.03,27,3105.81,Net 45,True,False
PO-2023-05933,2023-06-10,2023-07-07,2023-07-07,SUP-050,Redwood Freight,USA,Logistics,LTL Freight (per shipment),Retail Operations,400.19,13,5202.47,Net 60,True,False
PO-2023-06095,2023-06-10,2023-07-02,2023-07-02,SUP-057,Bharat Digital Systems,India,IT Services,Cloud Hosting (monthly block),Retail Operations,4153.65,1,4153.65,Net 60,True,False
PO-2023-06109,2023-06-10,2023-06-21,2023-06-21,SUP-057,Bharat Digital Systems,India,IT Services,"SaaS Licences (per seat, annual)",Manufacturing,406.44,22,8941.68,Net 30,True,False
PO-2023-06057,2023-06-10,2023-07-13,2023-07-13,SUP-059,Azteca Technologies,Mexico,IT Services,Cybersecurity Audit,Field Services,8857.08,1,8857.08,Net 30,True,False
